Email,problem0,problem1,problem2,problem3,problem4,Score
buddy.keyria@gmail.com,10,10,10,10,6,45
janet.tenaj@gmail.com,10,10,10,5,10,45
jack.othmar@gmail.com,5,10,10,10,10,45
jessi.reggan@gmail.com,10,10,10,10,10,45
david.caswell@duke.edu,7,3,10,2,--------,22
george.hinata@gatech.edu,10,10,10,10,8,45
devan.sameya@gmail.com,7,10,10,10,10,45
mary.amedio@gatech.edu,10,10,10,10,5,45
max.nequita@valensdatalabs.com,10,10,10,5,10,45
sharon.syniya@gmail.com,10,10,9,7,10,45
karen.adnrew@google.com,10,10,9,10,10,45
barbara.wilhemina@gatech.edu,10,2,0,0,0,12
bonna.tahisha@yahoo.com,10,10,10,10,7,45
randy.vincente@me.com,7,10,10,10,6,43
mel.gilman@gatech.edu,7,10,8,--------,1,26
daniel.tashera@gmail.com,10,10,10,5,6,41
tiffany.quindell@gmail.com,10,10,10,10,10,45
jan.taqi@gatech.edu,10,10,10,10,6,45
ronald.elfie@gmail.com,7,10,10,10,10,45
eileen.malu@gmail.com,10,10,10,10,6,45
elizabeth.america@gmail.com,10,10,10,10,10,45
jessie.armetta@gatech.edu,10,10,10,10,10,45
bradley.dailey@case.edu,10,10,10,10,10,45
emily.zoeyann@gmail.com,10,10,10,10,10,45
earl.mahika@gmail.com,10,10,10,10,10,45
alice.matthewdavid@gmail.com,10,10,10,10,10,45
ryo.hinano@hotmail.co.jp,7,10,9,10,10,45
denise.zykai@gmail.com,10,10,10,10,6,45
heather.vedah@gmail.com,7,--------,0,10,0,17
philip.lebarron@gmail.com,10,10,10,10,10,45
charles.saya@gmail.com,10,10,10,10,10,45
cody.eastin@gmail.com,10,10,10,10,6,45
anquette.zeshaun@gmail.com,10,10,10,10,10,45
destiny.charnaye@gatech.edu,10,10,10,10,10,45
sergio.cherye@gmail.com,10,10,10,10,6,45
george.kayleeanna@gmail.com,10,10,10,10,10,45
henry.marcenia@hel.fi,10,10,10,10,10,45
william.sanvi@gmail.com,10,10,9,5,10,44
dustin.maleeah@gmail.com,7,10,10,10,10,45
juanita.esiah@gmail.com,10,10,10,10,10,45
coltin.taliya@hotmail.com,10,10,8,10,10,45
stacie.swadha@gmail.com,10,10,10,10,10,45
payton.michoel@gmail.com,10,10,10,10,10,45
tina.davontaye@gmail.com,10,10,10,10,10,45
hayden.mixtly@ieee.org,10,10,10,10,10,45
susan.sanai@gatech.edu,10,10,10,10,10,45
chad.kamiyra@gatech.edu,10,10,10,10,10,45
betsy.rictoria@bucknell.edu,7,10,10,10,10,45
chad.darnella@gmail.com,10,10,10,10,10,45
gale.syler@gmail.com,10,10,10,5,10,45
edna.teerica@gmail.com,10,10,10,7,5,42
lyrik.tasmine@hotmail.com,10,10,10,10,10,45
trey.haldrin@gmail.com,7,10,10,10,10,45
peter.branwyn@gmail.com,7,10,10,10,10,45
jasmine.cread@gatech.edu,2,10,9,10,10,41
kai.rex@gmail.com,7,10,10,10,10,45
thomas.masao@gmail.com,10,10,10,5,10,45
bruce.ranelle@gmail.com,7,10,--------,--------,--------,17
jonathan.nilsa@gmail.com,10,10,10,5,10,45
savanna.equasha@gatech.edu,10,10,10,5,10,45
james.marcisha@gatech.edu,10,10,10,10,10,45
alexis.lareesa@gatech.edu,10,10,10,5,10,45
linda.sheyli@gmail.com,7,10,10,10,10,45
aaliyah.tayviona@gatech.edu,10,8,--------,5,--------,23
christopher.dailee@gmail.com,10,10,9,10,6,45
michael.dixy@gmail.com,10,10,10,10,10,45
gregory.shondell@gmail.com,10,10,10,10,10,45
arlyn.orlandra@gmail.com,10,10,10,10,10,45
andrew.jlah@hotmail.co.uk,10,10,10,5,10,45
randolph.nathalye@gmail.com,10,10,10,10,10,45
jeanine.antesha@gmail.com,10,10,10,10,10,45
sherrie.rury@gmail.com,10,10,10,10,10,45
abigail.lynnon@gmail.com,--------,0,--------,0,--------,0
richard.chontell@gmail.com,10,10,10,10,10,45
andrea.shayaan@gmail.com,7,10,9,5,10,41
kamil.keiarah@gmail.com,10,10,10,5,10,45
leena.roah@gatech.edu,10,10,10,10,10,45
matthew.wassil@gmail.com,4,10,--------,10,1,25
zitlaly.nester@valensdatalabs.com,10,10,10,5,10,45
larry.girlene@gmail.com,10,10,10,10,10,45
nikki.lysander@gmail.com,10,10,10,10,10,45
canaan.cynsere@hotmail.com,7,10,1,--------,--------,18
elijah.lareta@gatech.edu,5,10,10,10,10,45
thelma.ousman@gmail.com,10,7,8,0,0,25
hobart.malala@gmail.com,10,10,9,5,10,44
harry.narsiso@gmail.com,10,10,6,10,10,45
benjamin.zanthia@gatech.edu,10,10,10,10,10,45
tristen.markiah@gatech.edu,7,10,10,10,10,45
boston.shyera@gmail.com,10,10,10,5,10,45
james.makaleb@gmail.com,5,10,7,10,9,41
justin.jernee@gatech.edu,10,10,10,10,10,45
martha.twanetta@numera.consulting,10,10,10,10,10,45
kassandra.starshema@gatech.edu,10,10,10,10,10,45
franklin.ginnette@gmail.com,10,10,10,10,6,45
kenneth.shontae@gmail.com,10,10,10,10,6,45
lester.yesmi@gatech.edu,10,10,10,10,10,45
leigh.nadiyah@gatech.edu,10,10,9,5,10,44
jennifer.matea@gatech.edu,7,10,10,10,10,45
aubrey.keadyn@gmail.com,10,10,10,10,10,45
tracy.giovoni@gatech.edu,10,10,10,10,10,45
glenda.ashritha@gmail.com,7,10,8,10,10,45
adelina.roxene@gmail.com,7,10,9,10,10,45
paul.paxson@gatech.edu,10,10,10,10,10,45
eugene.chares@gatech.edu,10,10,10,5,10,45
stella.latreace@gmail.com,10,10,10,5,10,45
brian.nansy@gmail.com,10,10,10,5,10,45
kathryn.colt@mycit.ie,10,10,10,5,10,45
kenneth.bryland@gatech.edu,10,10,10,10,10,45
jonathan.waheedah@gmail.com,10,10,8,10,10,45
stacy.loneta@gmail.com,10,10,10,5,10,45
jamie.asadbek@gmail.com,10,10,10,5,10,45
sean.henrene@gmail.com,10,10,10,5,10,45
maximus.khingston@gmail.com,10,10,10,5,10,45
barbara.kalesi@gmail.com,10,10,9,5,10,44
timothy.bunita@gmail.com,10,10,10,5,10,45
iwao.jency@gmail.com,10,10,10,5,10,45
jason.jehlani@gmail.com,2,--------,--------,5,--------,7
carlos.nasra@gatech.edu,7,10,10,10,10,45
john.ladia@mycit.ie,10,10,10,10,10,45
brian.aloria@gmail.com,7,5,10,5,10,37
sierra.kyrsha@gatech.edu,10,10,10,10,10,45
james.adeanna@email.arizona.edu,10,10,10,5,10,45
michelle.fionnlagh@gmail.com,10,10,10,5,10,45
mary.ceniyah@brunswickschool.org,7,10,8,0,10,35
breanna.abdulmalek@gatech.edu,10,10,10,10,10,45
crystal.antwann@gmail.com,7,8,10,10,10,45
eric.tamiesha@gmail.com,10,8,10,5,7,40
charlene.cherree@gatech.edu,10,10,10,10,5,45
keith.saraiya@gmail.com,10,10,10,10,10,45
gary.lamiek@gmail.com,10,10,10,5,10,45
joan.christineanne@gmail.com,5,10,10,10,10,45
vivian.kisher@gmail.com,10,10,10,5,10,45
dana.ashliegh@gatech.edu,10,10,10,5,10,45
brodie.scottia@gmail.com,10,10,10,10,10,45
andrew.rish@hotmail.com,10,10,6.5,10,10,45
jeffrey.raoof@gmail.com,10,10,10,5,10,45
angel.kaesha@gatech.edu,10,10,10,10,10,45
kathy.tavaughn@gmail.com,10,10,10,5,10,45
michael.johnjack@gmail.com,10,10,10,5,10,45
jamilah.marcellyn@yahoo.com,10,10,10,10,6,45
steven.dashiya@gmail.com,10,10,10,10,6,45
john.terasa@gatech.edu,7,10,9,5,7,38
charity.rieley@gatech.edu,10,10,10,10,10,45
dana.branch@gmail.com,10,10,10,10,10,45
kathleen.morrigan@gmail.com,10,10,10,10,10,45
kimberly.nealon@gmail.com,10,10,1,2,1,24
lillyanna.dester@poczta.onet.pl,10,10,10,10,10,45
christopher.denean@gatech.edu,10,10,10,10,10,45
frances.abigial@gmail.com,10,10,10,5,10,45
barbara.hatsumi@gmail.com,10,10,10,10,6,45
adena.talaiya@qq.com,10,10,10,10,6,45
michael.jakeil@gmail.com,10,10,10,10,6,45
sandra.rethia@gmail.com,10,10,8,5,10,43
george.kareema@outlook.com,10,10,10,10,10,45
michael.corderick@gmail.com,10,10,10,5,10,45
alex.yaret@gatech.edu,10,5,0,2,10,27
helana.khalyn@gmail.com,10,10,10,10,10,45
pamela.vigo@gmail.com,10,10,10,10,10,45
matthew.juhi@gmail.com,7,10,8,10,10,45
abraham.clairece@gmail.com,10,10,10,10,10,45
edwin.dakai@gmail.com,10,10,10,10,10,45
paul.derrin@hawk.iit.edu,10,10,10,10,10,45
judith.baelie@yahoo.com,10,10,10,10,6,45
hubert.kezlyn@yandex.ru,7,10,10,5,--------,32
tiare.capree@gatech.edu,10,8,9.5,10,10,45
peter.kadenn@gmail.com,10,10,10,10,6,45
steven.marleyrae@gmail.com,10,10,10,10,10,45
julia.tyrene@gatech.edu,7,10,9,5,1,32
elizabeth.shaiden@pwc.com,10,10,10,10,10,45
leta.kartier@gmail.com,10,10,6,10,10,45
geraldine.kingsolomon@gatech.edu,10,10,10,5,10,45
dejon.lyrae@gmail.com,10,10,10,10,6,45
sanquita.yhadira@gmail.com,10,10,10,10,10,45
sherry.ayleigh@aol.com,10,10,10,10,10,45
susan.arville@gatech.edu,10,10,10,5,10,45
david.duella@gmail.com,5,10,10,10,10,45
jerry.zierre@gmail.com,10,10,10,10,10,45
perla.karynn@gatech.edu,10,10,10,5,10,45
nichole.bertrice@gmail.com,10,10,10,5,10,45
anthony.rabi@hotmail.com,10,10,10,5,10,45
abigail.alizah@umich.edu,10,10,10,5,10,45
christian.kaiyon@gatech.edu,2,--------,--------,--------,--------,2
tiffany.rexlee@gmail.com,10,10,8,10,10,45
charles.jorelys@gmail.com,10,10,10,10,10,45
matthew.monise@hotmail.com,10,10,10,10,5,45
lowell.tylek@gatech.edu,10,10,10,10,6,45
stephen.lakeema@gatech.edu,10,10,10,10,10,45
jenae.torrence@gatech.edu,10,10,9,10,1,40
lukas.marcquise@gmail.com,7,10,10,5,10,42
claud.etheldreda@gmail.com,10,10,10,10,10,45
jacob.talecia@gmail.com,10,10,10,5,10,45
lillian.pragna@gatech.edu,7,10,10,10,7,44
bobby.dezya@gmail.com,10,10,9,7,10,45
conrad.rhonisha@vt.edu,10,10,10,10,10,45
lynn.adarryll@gmail.com,10,10,10,5,10,45
harry.dafni@icloud.com,10,10,10,5,10,45
paul.jawaski@gmail.com,10,10,10,10,5,45
amanda.nikya@gmail.com,10,10,10,10,10,45
shree.elica@gatech.edu,7,10,9.5,5,10,41.5
dominic.lexanni@gmail.com,10,10,10,5,10,45
danielle.kulsoom@gmail.com,10,10,10,10,10,45
florence.jenessa@gmail.com,10,10,10,5,10,45
melissa.sherral@gmail.com,10,10,10,5,10,45
jessica.rinda@gatech.edu,10,10,10,10,5,45
beckett.sameia@gatech.edu,10,10,10,5,10,45
lindsey.kinard@hotmail.com,10,10,10,10,10,45
olga.shane@gatech.edu,10,10,10,10,10,45
xavier.lavesta@gmail.com,7,10,8,7,10,42
karina.tomea@ucr.edu,10,10,6,10,10,45
tina.starsky@outlook.com,10,10,10,10,10,45
ara.dagny@outlook.com,10,10,10,5,10,45
myron.caidin@gatech.edu,10,10,10,10,8,45
lauren.tonnisha@gmail.com,4,10,6,10,6,36
lillie.clover@gatech.edu,10,10,10,5,10,45
matthew.amidala@gmail.com,10,10,10,5,10,45
mitchell.owin@gmail.com,10,10,9,5,10,44
barbara.khendra@gatech.edu,10,10,10,5,8,43
holly.chintan@msn.com,2,10,9,10,10,41
mary.pasquinel@gmail.com,10,10,--------,--------,0,20
joyce.adeel@gmail.com,10,10,10,10,10,45
susan.tedrina@gatech.edu,10,10,10,5,10,45
jarrod.onas@gatech.edu,10,10,10,5,10,45
lamar.rinya@yahoo.com,10,10,10,10,10,45
mae.jarae@aol.com,10,7,7,5,--------,29
luke.joselen@gatech.edu,10,10,10,5,10,45
kayla.pamalee@protonmail.com,7,10,9,5,--------,31
sarah.chee@ieee.org,10,10,10,10,10,45
rafael.kaston@gatech.edu,7,10,9,10,10,45
lily.hilry@gatech.edu,10,10,10,5,8,43
edgar.shifra@googlemail.com,10,10,10,5,10,45
james.sephiroth@gmail.com,10,10,10,10,6,45
delores.idele@gmail.com,10,10,10,10,10,45
philip.yoshinobu@gmail.com,10,10,10,10,10,45
charles.nando@gmail.com,10,10,10,10,10,45
olivia.geral@yahoo.com,10,10,10,10,7,45
joseph.sherburne@gmail.com,10,10,9,10,7,45
robert.larico@yahoo.com,10,10,10,5,10,45
amanda.hessa@gatech.edu,10,10,10,10,10,45
alexandra.lacee@madlan.co.il,10,10,10,10,10,45
mark.trayvond@gatech.edu,10,10,10,10,10,45
henry.wyomia@gmail.com,10,10,10,10,10,45
david.harun@gmail.com,10,10,5,10,10,45
karen.tanji@gatech.edu,10,10,9,10,7,45
zuri.eilleen@gatech.edu,10,10,10,5,10,45
elizabeth.eryc@gmail.com,10,10,10,5,10,45
alonso.tamarcus@gmail.com,10,10,10,5,10,45
robert.tolisha@gatech.edu,10,10,10,5,10,45
sue.ikira@gmail.com,10,8,10,5,5,38
luis.jonn@gmail.com,10,10,3,10,10,43
william.piers@gmail.com,7,10,9,5,10,41
frank.ethelmae@yahoo.com,10,10,10,10,6,45
aaron.kyerra@foxmail.com,7,10,10,10,10,45
nancy.lebrandon@gmail.com,10,10,10,5,10,45
christian.miyisha@yahoo.com,10,10,10,10,--------,40
margaret.tim@protonmail.com,10,10,10,10,10,45
ruth.laverl@yahoo.com,10,10,8,5,10,43
stephen.nycholas@gmail.com,10,10,8,10,--------,38
lucy.anouk@gmail.com,7,10,10,10,10,45
david.brandia@gmail.com,10,10,10,10,10,45
jason.jadian@gmail.com,7,10,10,5,7,39
ethel.gordon@uoregon.edu,10,10,10,10,10,45
brandon.jerrill@gatech.edu,10,10,10,10,10,45
susan.analissa@enactdevelopment.com,10,10,10,5,10,45
angel.eddison@gmail.com,10,10,10,10,10,45
michael.kavayah@gatech.edu,10,10,10,10,10,45
delaney.dshon@gmail.com,10,10,10,5,10,45
patricia.vernell@gmail.com,10,10,10,10,6,45
dashay.lanier@gmail.com,10,10,10,5,10,45
bonnie.dreylan@gatech.edu,10,10,10,10,10,45
brian.tylicia@gmail.com,10,10,10,10,10,45
kayla.bhavna@gatech.edu,2,10,9,10,1,32
mary.daje@gmail.com,10,10,10,5,10,45
carolyn.cherin@gmail.com,7,10,10,10,10,45
anthoney.titania@gmail.com,10,--------,--------,--------,4,14
gary.adamina@mail.ccsf.edu,10,10,9,5,10,44
michelle.lawana@gmail.com,10,10,10,5,10,45
ruth.ayaa@gmail.com,10,10,10,10,10,45
latonya.ervena@gmail.com,10,10,8,5,10,43
omar.cheyton@gatech.edu,10,10,10,5,10,45
lorita.theral@gatech.edu,7,9,7,5,2,30
lola.fysher@gmail.com,10,10,10,10,10,45
bailey.mckeyla@gatech.edu,10,10,10,10,10,45
kaitlyn.asharie@gatech.edu,10,10,10,10,7,45
mark.lakara@yahoo.com,10,10,10,5,10,45
mary.wesner@gatech.edu,7,8,10,10,10,45
minnie.akaia@gmail.com,7,10,5.5,--------,10,32.5
patricia.ariha@gatech.edu,10,10,10,5,10,45
bonita.keneasha@gatech.edu,10,10,10,10,10,45
rashad.datra@gmail.com,10,10,10,10,10,45
bennett.shelbert@gmail.com,10,10,10,10,10,45
laura.tyzier@hungperfect.com,10,10,10,5,10,45
charles.pavni@gmail.com,10,10,10,5,10,45
paul.laconya@gmail.com,10,10,10,5,10,45
kinley.milaysia@gmail.com,10,10,10,10,10,45
henrietta.sorayda@gmail.com,7,7,10,10,10,44
devon.jayion@gmail.com,10,10,10,10,10,45
ashley.zadiel@gmail.com,10,10,10,10,10,45
matthew.jacon@yahoo.com,10,10,10,10,7,45
margarita.zoli@gmail.com,10,10,10,5,10,45
john.armando@pentafoundation.org,10,10,10,10,10,45
audra.kayleh@gmail.com,10,10,10,10,10,45
sampson.seine@gatech.edu,10,10,10,10,10,45
mary.yahshua@gatech.edu,7,2,6.5,5,--------,20.5
katelyn.sala@hotmail.com,7,2,6.5,5,--------,20.5
john.briyelle@gatech.edu,10,10,9,10,10,45
stephen.clarance@gmail.com,10,10,10,5,10,45
robert.aveah@web.de,10,10,8,10,10,45
archer.arjay@gmail.com,10,10,10,5,10,45
barbara.khysen@gmail.com,10,10,10,10,10,45
crystal.chakayla@gmail.com,10,10,10,10,10,45
rebecca.latrea@gmail.com,10,10,8,10,10,45
gabrielle.javierjr@hotmail.com,10,10,10,10,7,45
nika.daija@gmail.com,10,10,9,10,6,45
kathleen.lonn@outlook.com,10,10,10,10,10,45
lisa.demerion@gmail.com,10,10,9,10,1,40
harold.phillip@gatech.edu,10,10,10,--------,--------,30
thomas.marlize@gmail.com,10,10,10,10,10,45
eric.xiah@icloud.com,7,5,5,5,1,23
savanna.montral@gatech.edu,7,10,10,10,10,45
samuel.anoria@gmail.com,10,10,10,10,10,45
shakyla.freta@gmail.com,10,10,10,10,10,45
cadence.monsserat@gmail.com,10,10,10,5,10,45
valerie.jamial@gmail.com,10,10,10,10,10,45
samantha.dreami@gmail.com,10,5,10,10,10,45
jenna.shaunah@gmail.com,10,10,10,10,10,45
hetty.jenyka@gmail.com,10,10,10,10,10,45
chris.jonithan@gmail.com,10,10,10,5,10,45
paul.kaylana@gatech.edu,10,10,10,10,10,45
christopher.josericardo@gmail.com,10,10,10,5,10,45
jordan.reyanne@gmail.com,10,10,10,5,10,45
sheila.vananh@gmail.com,7,10,9,5,10,41
william.keida@gmail.com,5,--------,--------,10,4,19
annie.jaethan@mail.ru,5,10,10,10,10,45
debra.shaheer@gmail.com,10,10,10,10,10,45
juancarlos.carrye@gatech.edu,10,10,10,10,6,45
jeffery.martrail@gatech.edu,10,10,10,10,10,45
ellie.jodean@gmail.com,10,10,10,10,10,45
inez.michol@gatech.edu,10,8,5.5,0,10,33.5
alonzo.tyrell@gmail.com,10,10,10,10,6,45
joseph.shariden@gmail.com,10,10,10,5,10,45
robert.sebern@gmail.com,7,10,10,10,10,45
patricia.flodie@gatech.edu,10,10,10,10,10,45
sean.maizley@gmail.com,10,7,8,10,10,45
elliott.ehlana@gmail.com,10,10,10,10,10,45
abigail.lanty@gatech.edu,10,10,9,10,6,45
luke.lexe@gatech.edu,10,10,10,10,10,45
anita.sinclaire@yahoo.com,10,10,10,10,10,45
scarlett.abyssinia@gatech.edu,10,10,10,10,6,45
julene.yovanni@unal.edu.co,10,10,10,10,10,45
stephanie.lylarae@gatech.edu,10,10,10,10,10,45
eric.sridevi@hotmail.com,10,10,10,5,10,45
harry.shiane@e.ntu.edu.sg,10,10,10,5,10,45
sharon.daionna@gatech.edu,10,10,10,10,10,45
david.zackaree@gmail.com,5,10,10,10,10,45
milagros.victorialynn@gmail.com,10,10,10,10,10,45
jacob.ozkar@gmail.com,10,10,10,5,10,45
fernando.djaun@iiitdm.ac.in,10,10,10,10,10,45
william.artricia@vcu.edu,10,10,10,5,10,45
cecelia.iraa@queensu.ca,10,10,10,10,7,45
david.zarak@gmail.com,10,10,10,10,10,45
marie.mehrish@gmail.com,10,10,10,10,6,45
jacolyn.deborahh@live.de,10,10,10,10,10,45
molly.makensey@gmail.com,5,10,10,5,10,40
charles.tocha@gmail.com,10,8,8,10,6,42
tom.wallice@gmail.com,10,10,10,5,10,45
stanley.denaly@gmail.com,7,10,10,10,10,45
mason.haskell@gatech.edu,10,5,0,7,1,23
charles.purdy@hotmail.com,10,10,10,5,10,45
andres.lynlie@gmail.com,7,--------,--------,--------,--------,7
gracie.keshav@gmail.com,10,10,10,10,10,45
shannon.khalanii@gatech.edu,10,10,10,10,10,45
jasmin.marjona@gmail.com,10,10,10,10,4,44
demetrie.randin@gmail.com,10,10,10,5,10,45
john.mckoy@nu.edu.kz,10,10,10,10,10,45
deandre.jazzabella@gmail.com,7,10,10,5,1,33
ben.zaida@gatech.edu,10,10,10,5,10,45
laura.kandyce@gatech.edu,2,2,--------,--------,--------,4
terry.shantrece@gmail.com,10,10,10,5,10,45
marco.avry@gmail.com,10,10,10,10,10,45
mollie.gaines@gmail.com,10,10,10,5,10,45
ora.ahnjayla@gatech.edu,10,10,10,10,10,45
donald.hendrick@gmail.com,10,8,10,10,7,45
elijah.tyteona@gmail.com,0,2,--------,--------,--------,2
patt.dolora@gmail.com,10,10,10,10,10,45
kristina.lichelle@hotmail.com,7,10,10,5,1,33
john.sujit@gmail.com,10,10,10,10,10,45
galen.marilia@gmail.com,10,9,10,10,10,45
rita.sidny@gmail.com,10,10,10,10,10,45
martha.teadra@gmail.com,--------,0,--------,--------,0,0
daniel.cuauhtli@gmail.com,10,10,10,5,10,45
patricia.breely@gmail.com,10,10,10,5,10,45
dana.madisonrose@yahoo.fr,10,10,10,10,6,45
clarence.wyhatt@gatech.edu,10,10,10,10,10,45
sharon.vandana@gmail.com,10,10,6,10,10,45
mae.renzie@aol.com,7,10,8,5,10,40
analysa.taisiya@gmail.com,10,10,10,10,10,45
courtney.daymeon@alum.lehigh.edu,7,10,9,5,1,32
thomas.lucillia@asu.edu,10,10,10,10,10,45
jason.lovett@outlook.com,10,10,10,10,10,45
michael.meleyah@gmail.com,10,10,10,10,10,45
gabriella.keylee@gmail.com,7,10,--------,--------,3,20
monica.ahron@gmail.com,10,10,10,10,10,45
gael.iduma@hotmail.com,10,10,8,5,6,39
lester.sabrynn@gatech.edu,10,10,10,10,1,41
james.miina@gmail.com,10,10,10,5,10,45
faye.daly@yahoo.com,10,10,10,5,10,45
frankie.mihit@gatech.edu,7,2,--------,--------,--------,9
connie.westlan@hotmail.com,10,5,6,10,1,32
pauline.trechelle@gmail.com,10,10,7,10,10,45
ashley.ahmia@gatech.edu,10,10,10,5,10,45
david.luchia@gmail.com,10,10,10,10,10,45
joy.jaceion@gmail.com,10,10,10,5,10,45
david.naheem@protonmail.com,10,10,10,5,6,41
james.amiee@gmail.com,10,10,10,10,6,45
vickie.tkiyah@gatech.edu,7,2,--------,--------,--------,9
gloria.zaed@gmail.com,10,10,10,10,10,45
michael.vanelope@t-mobile.com,10,10,10,5,10,45
robert.eila@edna.tech,10,10,10,10,6,45
norine.hiliary@gmail.com,0,10,7,10,9,36
allie.jatziry@gmail.com,2,10,10,5,1,28
lajuan.schmika@gmail.com,10,10,10,10,10,45
leonard.fidensio@valensdatalabs.com,7,10,8,10,10,45
nina.alvin@gmail.com,10,10,10,10,10,45
alana.dasianae@me.com,10,10,10,10,10,45
nancy.saba@yahoo.com,10,10,10,2,1,33
john.kyelee@gatech.edu,7,10,10,5,10,42
ethan.lakeyia@gatech.edu,10,10,8,10,7,45
jason.saveria@gmail.com,10,10,10,10,10,45
carlyn.teffany@gmail.com,10,10,10,10,10,45
braylon.tecia@livemail.tw,7,8,6,5,--------,26
denise.rickayla@gmail.com,10,10,10,10,10,45
cecelia.umit@gatech.edu,10,8,10,5,10,43
louise.aaravi@hotmail.com,10,10,10,10,10,45
jillian.myler@gmail.com,10,10,10,10,1,41
alexandra.kogan@gmail.com,10,10,10,10,1,41
derrick.sacario@gatech.edu,10,10,10,10,10,45
henry.renasia@gatech.edu,10,10,10,10,10,45
winston.wymon@gmail.com,10,10,7,10,10,45
mary.damarte@gmail.com,10,10,10,10,10,45
patrick.zyrion@gmail.com,10,10,10,5,10,45
justin.zende@yahoo.com,10,10,10,10,10,45
meredith.rakyla@hotmail.com,10,10,10,5,10,45
catherine.kristey@gmail.com,10,10,10,5,10,45
kyler.kimya@gmail.com,10,10,6,10,10,45
samiel.yustin@gatech.edu,10,10,10,10,10,45
gerardo.allesha@gmail.com,10,10,10,10,10,45
mark.allysia@gmail.com,10,10,10,5,4,39
kiesha.millard@gmail.com,7,10,10,5,--------,32
amanda.dvyne@gatech.edu,10,10,10,10,10,45
micheal.glenola@gatech.edu,10,10,10,10,6,45
landen.micaela@gmail.com,2,10,--------,10,1,23
bryan.carmindy@umn.edu,10,10,9,5,10,44
johnny.anass@gmail.com,10,10,10,5,10,45
edgar.paishance@umn.edu,7,10,10,--------,--------,27
patricia.richardjames@gmail.com,10,10,10,10,10,45
randall.bedelia@gmail.com,10,10,10,10,10,45
jessica.sakya@gatech.edu,10,10,10,5,10,45
maude.joxiel@gmail.com,10,10,9,5,1,35
jackie.barrion@live.de,10,10,10,5,10,45
marianne.terianna@gmail.com,10,10,10,5,10,45
matthew.taw@gmail.com,10,10,6,10,10,45
sherree.jamesena@hotmail.com,7,10,9,5,8,39
jayson.kineta@gatech.edu,10,10,10,10,10,45
chelsea.dilann@gatech.edu,10,10,10,5,5,40
gary.ashyia@mail.ru,10,10,10,10,6,45
ruth.giovanny@hotmail.co.uk,10,10,10,10,10,45
jose.lakeeshia@rocketmail.com,10,10,10,10,10,45
noah.jamea@gmail.com,10,10,10,5,10,45
ashir.clintin@gatech.edu,10,10,10,10,7,45
meghan.karlotta@gatech.edu,10,10,10,10,10,45
dorothy.leycester@gmail.com,10,10,10,5,10,45
jordan.trenetta@gmail.com,2,2,--------,5,--------,9
joseph.neethu@gmail.com,10,10,10,5,10,45
rosemary.kevondrick@gmail.com,10,10,10,5,10,45
christopher.jullianne@gatech.edu,7,2,8,5,10,32
jennifer.menashe@iiitdm.ac.in,2,10,10,10,1,33
alexander.rollan@gatech.edu,10,10,10,5,10,45
oliver.caila@gatech.edu,10,10,10,10,10,45
kayli.christyn@gmail.com,10,10,8,0,0,28
linda.jamise@gatech.edu,10,10,10,10,10,45
eli.sascha@yahoo.com,4,7,6,10,10,37
barrett.wayland@gmail.com,10,10,10,10,10,45
scott.tyreka@gatech.edu,10,10,10,10,8,45
mary.kavaris@gmail.com,10,10,9,10,6,45
jesus.monserrath@gmail.com,10,10,10,10,7,45
